verse_number,transliteration
2916,tabarakallazi ja'ala fis-sama'i burujaw wa ja'ala fiha sirajaw wa qamaram munira
2917,wa huwallazi ja'alal-laila wan-nahara khilfatal liman arada ay yazzakkara au arada syukura
2918,wa 'ibadur-rahmanillazina yamsyuna 'alal-ardi haunaw wa iza khatabahumul-jahiluna qalu salama
2919,wallazina yabituna lirabbihim sujjadaw wa qiyama
2920,wallazina yaquluna rabbanasrif 'anna 'azaba jahannama inna 'azabaha kana garama
2921,innaha sa'at mustaqarraw wa muqama
2922,wallazina iza anfaqu lam yusrifu wa lam yaqturu wa kana baina zalika qawama
2923,"wallazina la yad'una ma'allahi ilahan akhara wa la yaqtulunan-nafsallati harramallahu illa bil-haqqi wa la yaznun, wa may yaf'al zalika yalqa asama"
2924,yuda'af lahul-'azabu yaumal-qiyamati wa yakhlud fihi muhana
2925,"illa man taba wa amana wa 'amila 'amalan salihan fa ula'ika yubaddilullahu sayyi'atihim hasanat, wa kanallahu gafurar rahima"
2926,wa man taba wa 'amila salihan fa innahu yatubu ilallahi mataba
2927,wallazina la yasy-hadunaz-zura wa iza marru bil-lagwi marru kirama
2928,wallazina iza zukkiru bi'ayati rabbihim lam yakhirru 'alaiha summaw wa 'umyana
2929,wallazina yaquluna rabbana hab lana min azwajina wa zurriyyatina qurrata a'yuniw waj'alna lil-muttaqina imama
2930,ula'ika yujzaunal-gurfata bima sabaru wa yulaqqauna fiha tahiyyataw wa salama
2931,"khalidina fiha, hasunat mustaqarraw wa muqama"
2932,"qul ma ya'ba'u bikum rabbi lau la du'a'ukum, fa qad kazzabtum fa saufa yakunu lizama"
2933,ta sim mim
2934,tilka ayatul-kitabil-mubin
2935,la'allaka bakhi'un nafsaka alla yakunu mu'minin
2936,in nasya' nunazzil 'alaihim minas-sama'i ayatan fa zallat a'naquhum laha khadi'in
2937,wa ma ya'tihim min zikrim minar-rahmani muhdasin illa kanu 'an-hu mu'ridin
2938,fa qad kazzabu fa saya'tihim amba'u ma kanu bihi yastahzi'un
2939,a wa lam yarau ilal-ardi kam ambatna fiha ming kulli zaujing karim
2940,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
2941,wa inna rabbaka lahuwal-'azizur-rahim
2942,wa iz nada rabbuka musa ani'til-qaumaz-zalimin
2943,"qauma fir'aun, ala yattaqun"
2944,qala rabbi inni akhafu ay yukazzibun
2945,wa yadiqu sadri wa la yantaliqu lisani fa arsil ila harun
2946,wa lahum 'alayya zambun fa akhafu ay yaqtulun
2947,"qala kalla, faz-haba bi'ayatina inna ma'akum mustami'un"
2948,fa'tiya fir'auna fa qula inna rasulu rabbil-'alamin
2949,an arsil ma'ana bani isra'il
2950,qala a lam nurabbika fina walidaw wa labista fina min 'umurika sinin
2951,wa fa'alta fa'latakallati fa'alta wa anta minal-kafirin
2952,qala fa'altuha izaw wa ana minad-dallin
2953,fa farartu mingkum lamma khiftukum fa wahaba li rabbi hukmaw wa ja'alani minal-mursalin
2954,wa tilka ni'matun tamunnuha 'alayya an 'abbatta bani isra'il
2955,qala fir'aunu wa ma rabbul-'alamin
2956,"qala rabbus-samawati wal-ardi wa ma bainahuma, ing kuntum muqinin"
2957,qala liman haulahu ala tastami'un
2958,qala rabbukum wa rabbu aba'ikumul-awwalin
2959,qala inna rasulakumullazi ursila ilaikum lamajnun
2960,"qala rabbul-masyriqi wal-magribi wa ma bainahuma, ing kuntum ta'qilun"
2961,qala la'inittakhazta ilahan gairi la'aj'alannaka minal-masjunin
2962,qala a walau ji'tuka bisyai'im mubin
2963,qala fa'ti bihi ing kunta minas-sadiqin
2964,fa alqa 'asahu fa iza hiya su'banum mubin
2965,wa naza'a yadahu fa iza hiya baida'u lin-nazirin
2966,qala lil-mala'i haulahu inna haza lasahirun 'alim
2967,yuridu ay yukhrijakum min ardikum bisihrihi fa maza ta'murun
2968,qalu arjih wa akhahu wab'as fil-mada'ini hasyirin
2969,ya'tuka bikulli sahharin 'alim
2970,fa jumi'as-saharatu limiqati yaumim ma'lum
2971,wa qila lin-nasi hal antum mujtami'un
2972,la'allana nattabi'us-saharata ing kanu humul-galibin
2973,fa lamma ja'as-saharatu qalu lifir'auna a inna lana la'ajran ing kunna nahnul-galibin
2974,qala na'am wa innakum izal laminal-muqarrabin
2975,qala lahum musa alqu ma antum mulqun
2976,fa alqau hibalahum wa 'isiyyahum wa qalu bi'izzati fir'auna inna lanahnul-galibun
2977,fa alqa musa 'asahu fa iza hiya talqafu ma ya'fikun
2978,fa ulqiyas-saharatu sajidin
2979,qalu amanna birabbil-'alamin
2980,rabbi musa wa harun
2981,"qala amantum lahu qabla an azana lakum, innahu lakabirukumullazi 'allamakumus-sihr, fa lasaufa ta'lamun, la'uqatti'anna aidiyakum wa arjulakum min khilafiw wa la'usallibannakum ajma'in"
2982,qalu la daira inna ila rabbina mungqalibun
2983,inna natma'u ay yagfira lana rabbuna khatayana ang kunna awwalal-mu'minin
2984,wa auhaina ila musa an asri bi'ibadi innakum muttaba'un
2985,fa arsala fir'aunu fil-mada'ini hasyirin
2986,inna ha'ula'i lasyirzimatung qalilun
2987,wa innahum lana laga'izun
2988,wa inna lajami'un hazirun
2989,fa akhrajnahum min jannatiw wa 'uyun
2990,wa kunuziw wa maqaming karim
2991,"kazalik, wa aurasnaha bani isra'il"
2992,fa atba'uhum musyriqin
2993,fa lamma tara'al-jam'ani qala as-habu musa inna lamudrakun
2994,"qala kalla, inna ma'iya rabbi sayahdin"
2995,"fa auhaina ila musa anidrib bi'asakal-bahr, fanfalaqa fa kana kullu firqing kat-taudil-'azim"
2996,wa azlafna sammal-akharin
2997,wa anjaina musa wa mam ma'ahu ajma'in
2998,summa agraqnal-akharin
2999,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3000,wa inna rabbaka lahuwal-'azizur-rahim
3001,watlu 'alaihim naba'a ibrahim
3002,iz qala li'abihi wa qaumihi ma ta'budun
3003,qalu na'budu asnaman fa nazallu laha 'akifin
3004,qala hal yasma'unakum iz tad'un
3005,au yanfa'unakum au yadurrun
3006,qalu bal wajadna aba'ana kazalika yaf'alun
3007,qala a fa ra'aitum ma kuntum ta'budun
3008,antum wa aba'ukumul-aqdamun
3009,fa innahum 'aduwwul li illa rabbal-'alamin
3010,allazi khalaqani fa huwa yahdin
3011,wallazi huwa yut'imuni wa yasqin
3012,wa iza maridtu fa huwa yasyfin
3013,wallazi yumituni summa yuhyin
3014,wallazi atma'u ay yagfira li khati'ati yaumad-din
3015,rabbi hab li hukmaw wa al-hiqni bis-salihin
3016,waj'al li lisana sidqin fil-akhirin
3017,waj'alni miw warasati jannatin-na'im
3018,wagfir li'abi innahu kana minad-dallin
3019,wa la tukhzini yauma yub'asun
3020,yauma la yanfa'u maluw wa la banun
3021,illa man atallaha biqalbin salim
3022,wa uzlifatil-jannatu lil-muttaqin
3023,wa burrizatil-jahimu lil-gawin
3024,wa qila lahum aina ma kuntum ta'budun
3025,"min dunillah, hal yansurunakum au yantasirun"
3026,fakubkibu fiha hum wal-gawun
3027,wa junudu iblisa ajma'un
3028,qalu wa hum fiha yakhtasimun
3029,tallahi ing kunna lafi dalalim mubin
3030,iz nusawwikum birabbil-'alamin
3031,wa ma adallana illal-mujrimun
3032,fa ma lana min syafi'in
3033,wa la sadiqin hamim
3034,falau anna lana karratan fa nakuna minal-mu'minin
3035,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3036,wa inna rabbaka lahuwal-'azizur-rahim
3037,kazzabat qaumu nuhinil-mursalin
3038,iz qala lahum akhuhum nuhun ala tattaqun
3039,inni lakum rasulun amin
3040,fattaqullaha wa ati'un
3041,"wa ma as'alukum 'alaihi min ajr, in ajriya illa 'ala rabbil-'alamin"
3042,fattaqullaha wa ati'un
3043,qalu a nu'minu laka wattaba'akal-arzalun
3044,qala wa ma 'ilmi bima kanu ya'malun
3045,in hisabuhum illa 'ala rabbi lau tasy'urun
3046,wa ma ana bitaridil-mu'minin
3047,in ana illa nazirum mubin
3048,qalu la'il lam tantahi ya nuhu latakunanna minal-marjumin
3049,qala rabbi inna qaumi kazzabun
3050,faftah baini wa bainahum fat-haw wa najjini wa mam ma'iya minal-mu'minin
3051,fa anjainahu wa mam ma'ahu fil-fulkil-masy-hun
3052,summa agraqna ba'dul-baqin
3053,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3054,wa inna rabbaka lahuwal-'azizur-rahim
3055,kazzabat 'adunil-mursalin
3056,iz qala lahum akhuhum hudun ala tattaqun
3057,inni lakum rasulun amin
3058,fattaqullaha wa ati'un
3059,"wa ma as'alukum 'alaihi min ajr, in ajriya illa 'ala rabbil-'alamin"
3060,a tabnuna bikulli ri'in ayatan ta'basun
3061,wa tattakhizuna masani'a la'allakum takhludun
3062,wa iza batasytum batasytum jabbarin
3063,fattaqullaha wa ati'un
3064,wattaqullazi amaddakum bima ta'lamun
3065,amaddakum bi'an'amiw wa banin
3066,wa jannatiw wa 'uyun
3067,inni akhafu 'alaikum 'azaba yaumin 'azim
3068,qalu sawa'un 'alaina a wa'azta am lam takum minal-wa'izin
3069,in haza illa khuluqul-awwalin
3070,wa ma nahnu bimu'azzabin
3071,"fa kazzabuhu fa ahlaknahum, inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3072,wa inna rabbaka lahuwal-'azizur-rahim
3073,kazzabat samudul-mursalin
3074,iz qala lahum akhuhum salihun ala tattaqun
3075,inni lakum rasulun amin
3076,fattaqullaha wa ati'un
3077,"wa ma as'alukum 'alaihi min ajr, in ajriya illa 'ala rabbil-'alamin"
3078,a tutrakuna fi ma hahuna aminin
3079,fi jannatiw wa 'uyun
3080,wa zuru'iw wa nakhlin tal'uha hadim
3081,wa tan-hituna minal-jibali buyutan farihin
3082,fattaqullaha wa ati'un
3083,wa la tuti'u amral-musrifin
3084,allazina yufsiduna fil-ardi wa la yuslihun
3085,qalu innama anta minal-musahharin
3086,ma anta illa basyarum misluna fa'ti bi'ayatin ing kunta minas-sadiqin
3087,qala hazihi naqatul laha syirbuw wa lakum syirbu yaumim ma'lum
3088,wa la tamassuha bisu'in fa ya'khuzakum 'azabu yaumin 'azim
3089,fa 'aqaruha fa asbahu nadimin
3090,"fa akhazahumul-'azab, inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3091,wa inna rabbaka lahuwal-'azizur-rahim
3092,kazzabat qaumu lutinil-mursalin
3093,iz qala lahum akhuhum lutun ala tattaqun
3094,inni lakum rasulun amin
3095,fattaqullaha wa ati'un
3096,wa ma as'alukum 'alaihi min ajrin in ajriya illa 'ala rabbil-'alamin
3097,a ta'tunaz-zukrana minal-'alamin
3098,"wa tazaruna ma khalaqa lakum rabbukum min azwajikum, bal antum qaumun 'adun"
3099,qalu la'il lam tantahi ya lutu latakunanna minal-mukhrajin
3100,qala inni li'amalikum minal-qalin
3101,rabbi najjini wa ahli mimma ya'malun
3102,fa najjainahu wa ahlahu ajma'in
3103,illa 'ajuzan fil-gabirin
3104,summa dammarnal-akharin
3105,"wa amtarna 'alaihim matara, fa sa'a matarul-munzarin"
3106,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3107,wa inna rabbaka lahuwal-'azizur-rahim
3108,kazzaba as-habul-aikatil-mursalin
3109,iz qala lahum syu'aibun ala tattaqun
3110,inni lakum rasulun amin
3111,fattaqullaha wa ati'un
3112,wa ma as'alukum 'alaihi min ajrin in ajriya illa 'ala rabbil-'alamin
3113,auful-kaila wa la takunu minal-mukhsirin
3114,wa zinu bil-qistasil-mustaqim
3115,wa la tabkhasun-nasa asy-ya'ahum wa la ta'sau fil-ardi mufsidin
3116,wattaqullazi khalaqakum wal-jibillatal-awwalin
3117,qalu innama anta minal-musahharin
3118,wa ma anta illa basyarum misluna wa in nazunnuka laminal-kazibin
3119,fa asqit 'alaina kisafam minas-sama'i ing kunta minas-sadiqin
3120,qala rabbi a'lamu bima ta'malun
3121,"fa kazzabuhu fa akhazahum 'azabu yaumiz-zullah, innahu kana 'azaba yaumin 'azim"
3122,"inna fi zalika la'ayah, wa ma kana aksaruhum mu'minin"
3123,wa inna rabbaka lahuwal-'azizur-rahim
3124,wa innahu latanzilu rabbil-'alamin
3125,nazala bihir-ruhul-amin
3126,'ala qalbika litakuna minal-munzirin
3127,bilisanin 'arabiyyim mubin
3128,wa innahu lafi zuburil-awwalin
3129,a wa lam yakul lahum ayatan ay ya'lamahu 'ulama'u bani isra'il
3130,walau nazzalnahu 'ala ba'dil-a'jamin
3131,faqara'ahu 'alaihim ma kanu bihi mu'minin
3132,kazalika salaknahu fi qulubil-mujrimin
3133,la yu'minuna bihi hatta yarawul-'azabal-alim
3134,fa ya'tiyahum bagtataw wa hum la yasy'urun
3135,fa yaqulu hal nahnu munzarun
3136,a fa bi'azabina yasta'jilun
3137,a fa ra'aita im matta'nahum sinin
3138,summa ja'ahum ma kanu yu'adun
3139,ma agna 'an-hum ma kanu yumatta'un
3140,wa ma ahlakna ming qaryatin illa laha munzirun
3141,"zikra, wa ma kunna zalimin"
3142,wa ma tanazzalat bihisy-syayatin
3143,wa ma yambagi lahum wa ma yastati'un
3144,innahum 'anis-sam'i lama'zulun
3145,fa la tad'u ma'allahi ilahan akhara fa takuna minal-mu'azzabin
3146,wa anzir 'asyiratakal-aqrabin
3147,wakhfid janahaka limanittaba'aka minal-mu'minin
3148,fa in 'asauka fa qul inni bari'um mimma ta'malun
3149,wa tawakkal 'alal-'azizir-rahim
3150,allazi yaraka hina taqum
3151,wa taqallubaka fis-sajidin
3152,innahu huwas-sami'ul-'alim
3153,hal unabbi'ukum 'ala man tanazzalusy-syayatin
3154,tanazzalu 'ala kulli affakin asim
3155,yulqunas-sam'a wa aksaruhum kazibun
3156,wasy-syu'ara'u yattabi'uhumul-gawun
3157,a lam tara annahum fi kulli wadiy yahimun
3158,wa annahum yaquluna ma la yaf'alun
3159,"illallazina amanu wa 'amilus-salihati wa zakarullaha kasiraw wantasaru mim ba'di ma zulimu, wa saya'lamullazina zalamu ayya mungqalabiy yangqalibun"
3160,"ta sin, tilka ayatul-qur'ani wa kitabim mubin"
3161,hudaw wa busyra lil-mu'minin
3162,allazina yuqimunas-salata wa yu'tunaz-zakata wa hum bil-akhirati hum yuqinun
3163,innallazina la yu'minuna bil-akhirati zayyanna lahum a'malahum fa hum ya'mahun
3164,ula'ikallazina lahum su'ul-'azabi wa hum fil-akhirati humul-akhsarun
3165,wa innaka latulaqqal-qur'ana mil ladun hakimin 'alim
3166,"iz qala musa li'ahlihi inni anastu nara, sa'atikum min-ha bikhabarin au atikum bisyihabing qabasil la'allakum tastalun"
3167,"fa lamma ja'aha nudiya am burika man fin-nari wa man haulaha, wa sub-hanallahi rabbil-'alamin"
3168,ya musa innahu anallahul-'azizul-hakim
3169,"wa alqi 'asak, fa lamma ra'aha tahtazzu ka'annaha jannuw walla mudbiraw wa lam yu'aqqib, ya musa la takhaf, inni la yakhafu ladayyal-mursalun"
3170,illa man zalama summa baddala husnam ba'da su'in fa inni gafurur rahim
3171,"wa adkhil yadaka fi jaibika takhruj baida'a min gairi su'in fi tis'i ayatin ila fir'auna wa qaumih, innahum kanu qauman fasiqin"
3172,fa lamma ja'at-hum ayatuna mubsiratang qalu haza sihrum mubin
3173,"wa jahadu biha wastaiqanat-ha anfusuhum zulmaw wa 'uluwwa, fanzur kaifa kana 'aqibatul-mufsidin"
3174,"wa laqad ataina dawuda wa sulaimana 'ilma, wa qalal-hamdu lillahillazi faddalana 'ala kasirim min 'ibadihil-mu'minin"
3175,"wa warisa sulaimanu dawuda wa qala ya ayyuhan-nasu 'ullimna mantiqat-tairi wa utina ming kulli syai', inna haza lahuwal-fadlul-mubin"
3176,wa husyira lisulaimana junuduhu minal-jinni wal-insi wat-tairi fa hum yuza'un
3177,"hatta iza atau 'ala wadin-namli qalat namlatuy ya ayyuhan-namludkhulu masakinakum, la yahtimannakum sulaimanu wa junuduhu wa hum la yasy'urun"
3178,fa tabassama dahikam ming qauliha wa qala rabbi auzi'ni an asykura ni'matakallati an'amta 'alayya wa 'ala walidayya wa an a'mala salihan tardahu wa adkhilni birahmatika fi 'ibadikas-salihin
3179,wa tafaqqadat-taira fa qala ma liya la aral-hudhuda am kana minal-ga'ibin
3180,la'u'azzibannahu 'azaban syadidan au la'azbahannahu au laya'tiyanni bisultanim mubin
3181,fa makasa gaira ba'idin fa qala ahattu bima lam tuhit bihi wa ji'tuka min saba'im binaba'iy yaqin
3182,inni wajattumra'atan tamlikuhum wa utiyat ming kulli syai'iu wa laha 'arsyun 'azim
3183,wajattuha wa qaumaha yasjuduna lisy-syamsi min dunillahi wa zayyana lahumusy-syaitanu a'malahum fa saddahum 'anis-sabili fa hum la yahtadun
3184,alla yasjudu lillahillazi yukhrijul-khab'a fis-samawati wal-ardi wa ya'lamu ma tukhfuna wa ma tu'linun
3185,allahu la ilaha illa huwa rabbul-'arsyil-'azim
3186,qala sananzuru a sadaqta am kunta minal-kazibin
3187,iz-hab bikitabi haza fa alqih ilaihim summa tawalla 'an-hum fanzur maza yarji'un
3188,qalat ya ayyuhal-mala'u inni ulqiya ilayya kitabung karim
3189,innahu min sulaimana wa innahu bismillahir-rahmanir-rahim
3190,alla ta'lu 'alayya wa'tuni muslimin
3191,"qalat ya ayyuhal-mala'u aftuni fi amri, ma kuntu qati'atan amran hatta tasy-hadun"
3192,qalu nahnu ulu quwwatiw wa ulu ba'sin syadidiw wal-amru ilaiki fanzuri maza ta'murin
3193,"qalat innal-muluka iza dakhalu qaryatan afsaduha wa ja'alu a'izzata ahliha azillah, wa kazalika yaf'alun"
3194,wa inni mursilatun ilaihim bihadiyyatin fa naziratum bima yarji'ul-mursalun
3195,"fa lamma ja'a sulaimana qala a tumiddunani bimalin fa ma ataniyallahu khairum mimma atakum, bal antum bihadiyyatikum tafrahun"
3196,irji' ilaihim falana'tiyannahum bijunudil la qibala lahum biha wa lanukhrijannahum min-ha azillataw wa hum sagirun
3197,qala ya ayyuhal-mala'u ayyukum ya'tini bi'arsyiha qabla ay ya'tuni muslimin
3198,"qala 'ifritum minal-jinni ana atika bihi qabla an taquma mim maqamik, wa inni 'alaihi laqawiyyun amin"
3199,"qalallazi 'indahu 'ilmum minal-kitabi ana atika bihi qabla ay yartadda ilaika tarfuk, fa lamma ra'ahu mustaqirran 'indahu qala haza min fadli rabbi, liyabluwani a asykuru am akfur, wa man syakara fa innama yasykuru linafsih, wa mang kafara fa inna rabbi ganiyyung karim"
3200,qala nakkiru laha 'arsyaha nanzur a tahtadi am takunu minallazina la yahtadun
3201,"fa lamma ja'at qila a hakaza 'arsyuk, qalat ka'annahu huw, wa utinal-'ilma ming qabliha wa kunna muslimin"
3202,"wa saddaha ma kanat ta'budu min dunillah, innaha kanat ming qauming kafirin"
3203,"qila lahadkhulis-sar-h, fa lamma ra'at-hu hasibat-hu lujjataw wa kasyafat 'an saqaiha, qala innahu sar-hum mumarradum ming qawarir, qalat rabbi inni zalamtu nafsi wa aslamtu ma'a sulaimana lillahi rabbil-'alamin"
3204,wa laqad arsalna ila samuda akhahum salihan ani'budullaha fa iza hum fariqani yakhtasimun
3205,"qala ya qaumi lima tasta'jiluna bis-sayyi'ati qablal-hasanah, lau la tastagfirunallaha la'allakum tur-hamun"
3206,"qalut tayyarna bika wa bimam ma'ak, qala ta'irukum 'indallahi bal antum qaumun tuftanun"
3207,wa kana fil-madinati tis'atu rahtiy yufsiduna fil-ardi wa la yuslihun
3208,qalu taqasamu billahi lanubayyitannahu wa ahlahu summa lanaqulanna liwaliyyihi ma syahidna mahlika ahlihi wa inna lasadiqun
3209,wa makaru makraw wa makarna makraw wa hum la yasy'urun
3210,fanzur kaifa kana 'aqibatu makrihim anna dammarnahum wa qaumahum ajma'in
3211,"fa tilka buyutuhum khawiyatam bima zalamu, inna fi zalika la'ayatal liqaumiy ya'lamun"
3212,wa anjainallazina amanu wa kanu yattaqun
3213,wa lutan iz qala liqaumihi a ta'tunal-fahisyata wa antum tubsirun
3214,"a innakum lata'tunar-rijala syahwatam min dunin-nisa', bal antum qaumun taj-halun"
3215,fa ma kana jawaba qaumihi illa ang qalu akhriju ala lutim ming qaryatikum innahum unasuy yatatahharun
3216,fa anjainahu wa ahlahu illamra'atahu qaddarnaha minal-gabirin
3217,"wa amtarna 'alaihim matara, fa sa'a matarul-munzarin"
3218,"qulil-hamdu lillahi wa salamun 'ala 'ibadihillazinastafa, allahu khairun amma yusyrikun"
3219,"am man khalaqas-samawati wal-arda wa anzala lakum minas-sama'i ma'an fa ambatna bihi hada'iqa zata bahjah, ma kana lakum an tumbitu syajaraha, a ilahum ma'allah, bal hum qaumuy ya'dilun"
3220,"am man ja'alal-arda qararaw wa ja'ala khilalaha an-haraw wa ja'ala laha rawasiya wa ja'ala bainal-bahraini hajiza, a ilahum ma'allah, bal aksaruhum la ya'lamun"
3221,"am may yujibul-mudtarra iza da'ahu wa yaksyifus-su'a wa yaj'alukum khulafa'al-ard, a ilahum ma'allah, qalilam ma tazakkarun"
3222,"am may yahdikum fi zulumatil-barri wal-bahri wa may yursilur-riyaha busyram baina yadai rahmatih, a ilahum ma'allah, ta'alallahu 'amma yusyrikun"
3223,"am may yabda'ul-khalqa summa yu'iduhu wa may yarzuqukum minas-sama'i wal-ard, a ilahum ma'allah, qul hatu bur-hanakum ing kuntum sadiqin"
3224,"qul la ya'lamu man fis-samawati wal-ardil-gaiba illallah, wa ma yasy'uruna ayyana yub'asun"
3225,"baliddaraka 'ilmuhum fil-akhirah, bal hum fi syakkim min-ha, bal hum min-ha 'amun"
3226,wa qalallazina kafaru a iza kunna turabaw wa aba'una a inna lamukhrajun
3227,laqad wu'idna haza nahnu wa aba'una ming qablu in haza illa asatirul-awwalin
3228,qul siru fil-ardi fanzuru kaifa kana 'aqibatul-mujrimin
3229,wa la tahzan 'alaihim wa la takun fi daiqim mimma yamkurun
3230,wa yaquluna mata hazal-wa'du ing kuntum sadiqin
3231,qul 'asa ay yakuna radifa lakum ba'dullazi tasta'jilun
3232,wa inna rabbaka lazu fadlin 'alan-nasi wa lakinna aksarahum la yasykurun
3233,wa inna rabbaka laya'lamu ma tukinnu suduruhum wa ma yu'linun
3234,wa ma min ga'ibatin fis-sama'i wal-ardi illa fi kitabim mubin
3235,inna hazal-qur'ana yaqussu 'ala bani isra'ila aksarallazi hum fihi yakhtalifun
3236,wa innahu lahudaw wa rahmatul lil-mu'minin
3237,"inna rabbaka yaqdi bainahum bihukmih, wa huwal-'azizul-'alim"
3238,"fa tawakkal 'alallah, innaka 'alal-haqqil-mubin"
